Food_Name,Calories_kcal,Carbs_g,Protein_g,Fat_g,Sodium_mg,Fiber_g,Saturated_Fat_g,Meal_Type
cinnamon ground,6,2.1,0.1,0.044,22.0,1.4,0.074,Dinner
chervil dried,5,0.9,0.4,0.002,76.0,0.2,0.066,Breakfast
cayenne pepper,1,0.2,0.039,0.094,59.0,0.052,0.043,Lunch
turmeric ground,8,1.4,0.2,0.2,64.0,0.5,0.093,Dinner
mustard,3,0.3,0.2,0.2,15.0,0.2,0.021,Breakfast
chili powder,8,1.3,0.4,0.4,14.0,0.9,0.061,Dinner
thyme dried,276,63.9,9.1,7.4,16.0,37.0,2.7,Breakfast
spearmint dried,1,0.3,0.094,0.018,12.0,0.1,0.09,Breakfast
basil dried,2,0.3,0.2,0.027,89.0,0.3,0.02,Breakfast
dandelion greens cooked,35,6.7,2.1,0.6,300.0,3.0,0.0,Lunch
basil fresh,2,0.2,0.2,0.089,58.0,0.1,0.069,Lunch
dock,29,4.3,2.7,0.9,25.0,3.9,0.0,Dinner
garden cress cooked,31,5.1,2.6,0.8,300.0,0.9,0.001,Breakfast
onion powder,8,1.9,0.2,0.024,48.0,0.4,0.068,Breakfast
dandelion greens raw,25,5.1,1.5,0.4,43.0,1.9,0.012,Lunch
yokan,36,8.5,0.5,0.022,50.0,0.0,0.064,Breakfast
fava beans cooked,187,33.4,12.9,0.7,81.0,9.2,0.1,Lunch
french beans raw,631,118.0,34.6,3.7,69.0,46.4,0.4,Breakfast
chickpeas canned,352,57.0,17.8,7.0,600.0,0.0,0.5,Dinner
yellow beans cooked,255,44.7,16.2,1.9,86.0,18.4,0.5,Breakfast
mung beans cooked,212,38.7,14.2,0.8,83.0,15.4,0.2,Breakfast
white beans canned,299,55.5,19.0,0.8,79.0,12.6,0.2,Snack
pink beans cooked,252,47.2,15.3,0.8,75.0,9.0,0.2,Lunch
pink beans raw,720,134.8,44.0,2.4,57.0,26.7,0.6,Breakfast
navy beans raw,701,126.4,46.4,3.1,59.0,50.8,0.4,Breakfast
snap beans cooked,44,9.9,2.4,0.4,86.0,4.0,0.005,Snack
black eyed cowpeas raw,131,27.3,4.3,0.5,48.0,7.3,0.1,Snack
edamame cooked,189,13.8,18.5,8.1,34.0,8.1,1.0,Lunch
black eyed cowpeas cooked,160,33.5,5.2,0.6,36.0,8.3,0.2,Snack
hyacinth beans cooked,227,40.2,15.8,1.1,0.0,0.0,0.2,Dinner
cowpeas canned,185,32.7,11.4,1.3,700.0,7.9,0.3,Snack
pinto beans cooked,245,44.8,15.4,1.1,85.0,15.4,0.2,Dinner
winged beans cooked,253,25.7,18.3,10.0,400.0,0.0,1.4,Lunch
pinto beans raw,670,120.7,41.3,2.4,36.0,29.9,0.5,Lunch
black turtle beans raw,624,116.4,39.1,1.7,41.0,28.5,0.4,Lunch
fava beans raw,512,87.4,39.2,2.3,100.0,37.5,0.4,Lunch
lima beans canned,190,35.9,11.9,0.4,800.0,11.6,0.095,Lunch
hyacinth beans raw,722,127.6,50.2,3.5,73.0,53.8,0.6,Dinner
white beans raw,673,121.7,47.2,1.7,51.0,30.7,0.4,Dinner
snap beans canned,66,15.4,3.5,0.4,90.0,6.6,0.1,Lunch
navy beans canned,296,53.6,19.7,1.1,1200.0,13.4,0.3,Snack
mung beans raw,718,129.6,49.4,2.4,85.0,33.7,0.7,Breakfast
adzuki beans raw,648,123.9,39.1,1.0,60.0,25.0,0.4,Lunch
black turtle beans cooked,241,45.0,15.1,0.6,60.0,15.4,0.2,Snack
pink lentils raw,662,113.6,47.9,4.2,92.0,20.7,0.7,Breakfast
yellow beans raw,676,119.0,43.1,5.1,46.0,49.2,1.3,Lunch
white beans cooked,249,44.9,17.4,0.6,45.0,11.3,0.2,Lunch
lentils raw,678,115.4,49.5,2.0,39.0,58.6,0.3,Dinner
cranberry beans cooked,241,43.3,16.5,0.8,400.0,17.7,0.2,Breakfast
chickpeas raw,728,121.3,38.6,12.1,5.0,34.8,1.3,Breakfast
lentils cooked,230,39.9,17.9,0.8,16.0,15.6,0.1,Snack
baked beans canned,239,53.7,12.1,0.9,900.0,10.4,0.2,Dinner
cranberry beans canned,216,39.3,14.4,0.7,900.0,16.4,0.2,Dinner
black beans cooked,227,40.8,15.2,0.9,8.0,15.0,0.2,Dinner
lima beans cooked,216,39.3,14.7,0.7,12.0,13.2,0.2,Dinner
mungo beans raw,706,122.1,52.2,3.4,4.0,37.9,0.2,Breakfast
pigeon peas raw,703,128.7,44.5,3.1,40.0,30.8,0.7,Breakfast
fava beans canned,182,31.8,14.0,0.6,1200.0,9.5,0.092,Lunch
yellow snap beans raw,31,7.1,1.8,0.1,85.0,3.4,0.097,Lunch
snap beans raw,31,7.0,1.8,0.2,25.0,2.7,0.051,Dinner
yellow snap beans canned,36,8.4,1.9,0.2,600.0,3.6,0.076,Dinner
pigeon peas cooked,203,39.1,11.4,0.6,36.0,11.3,0.1,Dinner
catjang cowpeas raw,573,99.6,39.8,3.5,70.0,17.9,0.9,Lunch
navy beans cooked,255,47.4,15.0,1.1,400.0,19.1,0.2,Snack
mothbeans raw,672,120.6,45.0,3.2,1.0,0.0,0.7,Snack
cowpeas cooked,81,14.5,5.4,0.4,37.0,4.6,0.037,Lunch
mothbeans cooked,207,37.1,13.8,1.0,86.0,0.0,0.2,Lunch
french beans cooked,228,42.5,12.5,1.3,3.0,16.6,0.1,Lunch
lima beans raw,602,112.8,38.2,1.2,78.0,33.8,0.3,Lunch
winged beans raw,744,75.9,54.0,29.7,90.0,47.1,4.2,Lunch
adzuki beans cooked,294,57.0,17.3,0.2,79.0,16.8,0.067,Lunch
black beans raw,662,121.0,41.9,2.8,65.0,30.1,0.7,Dinner
catjang cowpeas cooked,200,34.7,13.9,1.2,21.0,6.2,0.3,Dinner
baby lima beans cooked,189,35.0,12.0,0.5,64.0,10.8,0.1,Dinner
cowpeas raw,41,8.9,3.1,0.3,26.0,3.1,0.082,Dinner
shellie beans canned,74,15.2,4.3,0.5,800.0,8.3,0.034,Lunch
yardlong beans raw,579,103.4,40.6,2.2,57.0,18.4,0.6,Snack
pinto beans canned,197,36.4,11.0,1.3,600.0,11.0,0.3,Breakfast
chickpeas cooked,269,45.0,14.5,4.2,80.0,12.5,0.4,Lunch
cranberry beans raw,653,117.1,44.9,2.4,14.0,48.2,0.6,Breakfast
mungo beans cooked,189,33.0,13.6,1.0,83.0,11.5,0.065,Snack
tamarinds,5,1.3,0.057,0.013,7.0,0.1,0.023,Dinner
yellow snap beans cooked,44,9.9,2.4,0.4,96.0,4.1,0.037,Snack
yardlong beans cooked,202,36.1,14.2,0.8,59.0,6.5,0.2,Lunch
bacon beef steak,146,0.2,8.2,12.5,400.0,0.0,4.5,Dinner
lamb foreshank raw,912,0.0,85.8,60.7,300.0,0.0,26.4,Lunch
bacon,106,0.2,3.3,10.2,100.0,0.0,0.0,Dinner
lamb rib cooked,915,0.0,53.9,76.0,200.0,0.0,32.6,Breakfast
lamb shank raw,912,0.0,84.3,61.2,300.0,0.0,26.3,Breakfast
scrapple,60,4.0,2.3,3.9,100.0,0.052,1.3,Breakfast
chicken nuggets,61,3.0,3.2,4.1,100.0,0.2,0.7,Snack
ground lamb cooked,886,0.0,77.5,61.5,300.0,0.0,25.4,Lunch
lamb meat cooked,678,0.0,63.8,45.0,200.0,0.0,18.6,Snack
meat extender,275,33.7,33.5,2.6,41.0,15.4,0.4,Breakfast
lamb leg raw,1043,0.0,81.2,77.4,300.0,0.0,33.7,Lunch
lamb loin cooked,202,0.0,16.1,14.8,89.0,0.0,6.3,Breakfast
chicken patty,172,7.7,8.9,11.7,300.0,0.2,2.2,Snack
lamb shank roasted,605,0.0,71.0,33.5,200.0,0.0,13.7,Snack
barbecue loaf,40,1.5,3.6,2.0,300.0,0.0,0.7,Snack
lamb sirloin cooked,765,0.0,64.5,54.2,200.0,0.0,22.9,Breakfast
poultry salad,26,1.0,1.5,1.8,79.0,0.0,0.4,Lunch
ground lamb raw,80,0.0,4.7,6.6,50.0,0.0,2.9,Lunch
lamb loin raw,88,0.0,4.6,7.5,3.0,0.0,3.3,Breakfast
lamb sirloin raw,1234,0.0,76.8,100.3,300.0,0.0,44.1,Lunch
sausage patty mcdonalds,115,0.4,4.3,11.2,200.0,0.0,3.6,Breakfast
lamb foreshank cooked,360,0.0,42.0,19.9,100.0,0.0,8.3,Lunch
ham salad,97,4.8,3.9,7.0,500.0,0.0,2.3,Dinner
lamb rib raw,1687,0.0,65.9,156.0,300.0,0.0,68.8,Dinner
lamb shoulder raw,1198,0.0,75.2,97.3,300.0,0.0,42.1,Snack
lamb meat raw,1102,0.0,79.6,84.6,300.0,0.0,36.6,Dinner
lamb shoulder cooked,750,0.0,62.5,53.5,200.0,0.0,22.5,Dinner
mutton cooked,66,0.027,9.5,3.1,70.0,0.0,1.5,Dinner
lamb leg cooked,684,0.0,67.7,43.7,200.0,0.0,18.3,Breakfast
beef stick,110,1.1,4.3,9.9,300.0,0.0,4.2,Dinner
veal sirloin cooked,517,0.0,64.1,26.9,200.0,0.0,10.6,Dinner
veal rib cooked,444,0.0,57.4,22.2,200.0,0.0,8.8,Snack
veal meat cooked,483,0.0,62.9,23.8,200.0,0.0,8.9,Dinner
beef rib roasted,238,0.0,15.4,19.1,10.0,0.0,7.7,Dinner
veal sirloin raw,689,0.0,86.5,35.4,300.0,0.0,15.2,Lunch
beef top loin filet grilled,323,0.8,37.0,19.0,100.0,0.0,6.5,Snack
beef under blade steak cooked,983,0.0,140.8,46.7,300.0,0.0,17.9,Snack
mock tender steak raw,244,0.0,42.2,8.3,200.0,0.0,3.6,Snack
ground beef cooked,375,0.0,35.5,24.8,100.0,0.0,10.0,Snack
ground beef raw,1506,0.0,65.1,136.1,300.0,0.0,51.2,Snack
beef diced asda,48,10.5,0.0,0.7,0.0,0.0,0.3,Snack
veal rib raw,735,0.0,85.5,40.9,400.0,0.0,16.8,Breakfast
ground veal raw,41,0.0,5.5,1.9,29.0,0.0,0.8,Dinner
t bone steak cooked,1049,0.0,89.3,74.1,200.0,0.0,30.3,Snack
veal leg round raw,531,0.0,95.2,14.0,300.0,0.0,5.4,Dinner
beef top sirloin steak raw,1222,0.0,123.4,77.3,300.0,0.0,31.2,Dinner
beef plate steak grilled,508,0.0,47.1,35.6,100.0,0.0,12.9,Breakfast
ground veal cooked,514,0.0,72.9,22.6,200.0,0.0,9.1,Snack
veal leg round cooked,574,0.0,98.4,17.2,200.0,0.0,6.9,Lunch
porterhouse steak raw,1170,0.0,81.6,91.1,200.0,0.0,36.4,Breakfast
veal shank raw,513,0.0,86.9,15.8,400.0,0.0,4.8,Lunch
veal breast cooked,753,0.0,76.3,47.5,200.0,0.0,18.5,Dinner
corned beef canned,53,0.0,5.7,3.1,200.0,0.0,1.3,Dinner
rib eye steak grilled,680,0.0,62.4,47.7,100.0,0.0,21.2,Breakfast
veal shoulder raw,0,0.0,0.0,0.0,0.0,0.0,0.0,Breakfast
t bone steak raw,1052,0.0,85.7,76.3,200.0,0.0,30.4,Lunch
sirloin steak,324,0.0,49.5,14.1,600.0,0.0,5.2,Snack
mock tender steak cooked,137,0.0,21.9,4.9,28.0,0.0,1.5,Lunch
beef round steak cooked,385,0.0,64.8,12.1,11.0,0.0,4.3,Breakfast
chuck blade roast raw,1125,0.0,77.8,88.0,300.0,0.0,35.5,Lunch
beef shoulder steak raw,349,0.0,48.2,17.3,200.0,0.0,7.5,Breakfast
beef top blade cooked,184,0.0,21.9,10.0,2.0,0.0,3.3,Lunch
corned beef cooked,53,0.006,3.8,4.0,200.0,0.0,1.3,Breakfast
beef round steak raw,753,0.0,100.1,36.0,300.0,0.0,14.2,Breakfast
beef shoulder steak grilled,155,0.0,24.0,5.8,14.0,0.0,2.5,Breakfast
chuck eye steak raw,856,0.0,72.4,62.8,300.0,0.0,26.7,Snack
beef bottom round steak cooked,980,0.0,155.8,35.1,200.0,0.0,12.1,Lunch
porterhouse steak cooked,235,0.0,20.4,16.4,85.0,0.0,6.2,Lunch
beef under blade steak raw,1235,0.0,126.8,80.8,300.0,0.0,32.6,Lunch
beef plate steak raw,617,0.9,47.8,46.8,200.0,0.0,19.0,Breakfast
beef meat canned,111,0.0,9.2,7.9,95.0,0.0,3.9,Lunch
beef breakfast strips raw,92,0.2,2.8,8.8,200.0,0.0,3.6,Lunch
beef brisket cooked,589,0.0,46.0,43.6,100.0,0.0,16.8,Breakfast
corned beef raw,898,0.6,66.6,67.6,5500.0,0.0,21.5,Dinner
beef mince meat asda,55,6.8,0.0,3.1,0.0,0.0,1.3,Breakfast
pastrami beef fat free,9,0.1,1.9,0.1,5.0,0.0,0.0,Lunch
rib eye steak raw,743,0.4,62.8,54.5,200.0,0.0,24.0,Breakfast
beef tenderloin steak cooked,374,0.0,37.0,24.0,61.0,0.0,9.4,Dinner
chuck blade roast cooked,842,0.0,66.1,62.0,200.0,0.0,24.7,Breakfast
cured beef dried,4,0.06,0.9,0.019,49.0,0.0,0.086,Lunch
beef flank steak cooked,380,0.0,51.8,17.5,68.0,0.0,7.2,Dinner
chuck eye steak grilled,853,0.0,76.9,60.5,200.0,0.0,26.7,Snack
veal meat raw,653,0.0,87.8,30.7,400.0,0.0,12.7,Lunch
veal loin cooked,80,0.0,8.5,4.9,1.0,0.0,1.9,Dinner
veal loin raw,46,0.0,5.3,2.6,79.0,0.0,1.1,Dinner
veal shoulder cooked,435,0.0,61.2,19.4,200.0,0.0,7.2,Snack
beef tenderloin steak raw,405,0.0,32.2,29.8,32.0,0.0,12.0,Breakfast
veal shank cooked,371,0.0,61.2,12.0,200.0,0.0,4.0,Breakfast
beef brisket raw,1139,0.0,83.6,86.5,300.0,0.0,34.2,Lunch
pastrami beef,104,0.3,15.5,4.1,800.0,0.0,1.9,Snack
beef flank steak raw,47,0.0,6.0,2.3,54.0,0.0,1.0,Breakfast
beef top sirloin steak cooked,430,0.0,47.7,25.2,55.0,0.0,9.9,Snack
veal breast raw,943,0.0,79.2,66.9,300.0,0.0,26.7,Breakfast
beef rib raw,1433,0.0,73.8,123.8,200.0,0.0,51.2,Dinner
beef jerky,82,2.2,6.6,5.1,400.0,0.4,2.2,Breakfast
beef breakfast strips cooked,51,0.2,3.5,3.9,300.0,0.0,1.6,Snack
pork olive loaf,66,2.6,3.3,4.6,300.0,0.0,1.6,Dinner
beef luncheon meat jellied,31,0.0,5.3,0.9,400.0,0.0,0.4,Dinner
turkey pastrami,38,0.5,4.6,1.8,300.0,0.062,0.5,Dinner
pork salami,41,0.2,2.3,3.4,200.0,0.0,1.2,Snack
canadian style bacon raw,45,0.5,5.9,2.0,300.0,0.0,0.6,Lunch
honey loaf,85,2.6,9.9,3.6,400.0,0.0,1.3,Lunch
pork beef salami,37,0.076,2.1,3.1,200.0,0.0,1.1,Lunch
beef pork bologna,92,1.6,4.6,7.4,300.0,0.0,2.8,Snack
pork beef salami cooked,41,0.3,2.7,3.2,200.0,0.0,1.1,Dinner
pork breakfast strips raw,88,0.2,2.7,8.4,200.0,0.0,2.9,Lunch
pickle pimiento loaf,86,3.2,4.3,6.1,400.0,0.6,2.0,Snack
luxury loaf,39,1.4,5.2,1.3,300.0,0.0,0.4,Lunch
mortadella,47,0.5,2.5,3.8,200.0,0.0,1.4,Breakfast
pork bologna,69,0.2,4.3,5.6,300.0,0.0,1.9,Lunch
turkey salami cooked,9,0.081,1.0,0.5,23.0,0.054,0.1,Lunch
pepperoni beef,10,0.0,0.5,0.9,90.0,0.0,0.3,Dinner
peppered loaf,42,1.3,4.9,1.8,200.0,0.0,0.6,Snack
luncheon meat beef,10,0.0,1.8,0.3,100.0,0.0,0.1,Dinner
lebanon bologna,98,0.3,10.8,6.0,800.0,0.0,1.6,Dinner
chicken pork bologna,94,1.2,2.9,8.6,300.0,0.0,2.8,Dinner
turkey roll,40,0.6,4.9,1.9,100.0,0.0,0.6,Dinner
beef salami cooked,68,0.5,3.3,5.8,300.0,0.0,2.6,Dinner
yachtwurst cooked,150,0.8,8.3,12.7,500.0,0.0,4.4,Lunch
italian salami,43,0.1,2.2,3.7,200.0,0.0,1.3,Dinner
turkey ham,38,0.3,5.5,1.6,300.0,0.0,0.1,Dinner
turkey bologna,59,1.3,3.2,4.5,300.0,0.1,1.2,Snack
sliced turkey breast,17,0.4,2.4,0.6,100.0,0.0,0.1,Breakfast
luncheon meat pork beef,99,0.7,3.5,9.0,400.0,0.0,3.2,Lunch
beef bologna,90,1.3,3.3,7.8,300.0,0.0,3.1,Lunch
turkey bacon cooked,313,2.5,24.3,22.9,1900.0,0.0,6.8,Lunch
ground emu cooked,178,0.0,31.0,5.1,25.0,0.0,1.4,Dinner
ostrich leg raw,94,0.0,19.0,1.5,67.0,0.0,0.5,Dinner
ostrich strip raw,108,0.0,20.1,2.4,86.0,0.0,0.8,Dinner
emu fillet cooked,607,0.0,123.2,9.1,200.0,0.0,2.3,Snack
ostrich tenderloin raw,105,0.0,18.8,2.7,5.0,0.0,1.0,Breakfast
emu drums cooked,649,0.0,134.7,8.4,500.0,0.0,2.7,Dinner
green turtle raw,25,0.0,5.6,0.1,99.0,0.0,0.015,Breakfast
ground bison cooked,448,0.0,63.6,21.6,200.0,0.0,8.7,Snack
goat meat raw,494,0.0,93.4,10.5,400.0,0.0,3.2,Lunch
ground emu raw,157,0.0,26.6,4.7,62.0,0.0,1.2,Dinner
ground ostrich raw,180,0.0,22.0,9.5,21.0,0.0,2.4,Breakfast
ostrich tip cooked,123,0.0,24.2,2.2,86.0,0.0,0.9,Breakfast
caribou cooked,210,0.0,38.0,6.4,4.0,0.0,2.5,Dinner
ground ostrich cooked,163,0.0,24.3,6.6,99.0,0.0,1.7,Lunch
ostrich leg cooked,120,0.0,24.7,1.6,16.0,0.0,0.6,Lunch
ostrich top loin cooked,132,0.0,23.9,3.3,29.0,0.0,1.1,Lunch
ostrich strip cooked,139,0.0,25.0,3.6,34.0,0.0,1.5,Snack
ostrich tip raw,97,0.0,18.6,2.0,41.0,0.0,0.7,Breakfast
ostrich round raw,99,0.0,18.7,2.0,74.0,0.0,0.7,Breakfast
ground bison raw,124,0.099,17.2,6.1,42.0,0.0,2.5,Breakfast
ostrich fan raw,99,0.0,18.5,2.3,40.0,0.0,0.8,Snack
ostrich top loin raw,101,0.0,18.4,2.5,73.0,0.0,1.0,Breakfast
veal brain cooked,461,0.0,38.9,32.6,500.0,0.0,7.4,Snack
veal tongue cooked,515,0.0,65.9,25.8,200.0,0.0,11.1,Lunch
beef heart cooked,47,0.057,8.1,1.3,24.0,0.0,0.4,Dinner
turkey liver cooked,100,0.0,14.3,4.3,83.0,0.0,1.2,Breakfast
veal thymus cooked,35,0.0,6.4,0.9,36.0,0.0,0.3,Breakfast
beef brain cooked,688,0.0,44.1,55.6,600.0,0.0,13.1,Lunch
beef pancreas cooked,602,0.0,60.2,38.2,100.0,0.0,13.1,Dinner
beef tripe cooked,80,1.7,10.0,3.4,45.0,0.0,1.2,Snack
chicken gizzard cooked,223,0.0,44.1,3.9,69.0,0.0,1.0,Dinner
pork pancreas cooked,537,0.0,69.8,26.5,100.0,0.0,9.1,Lunch
beef tongue cooked,80,0.0,5.5,6.3,29.0,0.0,2.3,Lunch
lamb heart cooked,353,3.7,47.7,15.1,100.0,0.0,6.0,Dinner
beef spleen cooked,447,0.0,77.3,12.9,200.0,0.0,4.3,Snack
veal kidneys cooked,300,0.0,48.4,10.4,200.0,0.0,3.2,Snack
chicken heart cooked,268,0.1,38.3,11.5,81.0,0.0,3.3,Breakfast
lamb tongue cooked,701,0.0,55.0,51.7,200.0,0.0,20.0,Snack
veal heart cooked,368,0.3,57.7,13.4,100.0,0.0,3.6,Dinner
chicken liver cooked,76,0.5,11.3,2.8,79.0,0.0,0.9,Lunch
lamb pancreas cooked,541,0.0,52.7,34.9,100.0,0.0,15.8,Breakfast
veal spleen cooked,445,0.0,83.1,10.0,200.0,0.0,3.3,Breakfast
lamb liver cooked,739,8.5,102.7,29.6,200.0,0.0,11.5,Lunch
turkey gizzard cooked,70,0.0,11.9,2.1,31.0,0.0,0.5,Snack
lamp spleen cooked,460,0.0,78.1,14.1,200.0,0.0,4.7,Lunch
turkey heart cooked,35,0.0,5.0,1.5,46.0,0.0,0.4,Snack
beef liver cooked,130,3.5,19.8,3.6,68.0,0.0,1.2,Lunch
lamb lungs cooked,431,0.0,75.7,11.8,300.0,0.0,4.0,Dinner
pork brain cooked,527,0.0,46.4,36.3,300.0,0.0,8.2,Snack
goose liver,125,5.9,15.4,4.0,100.0,0.0,1.5,Dinner
pork kidneys cooked,211,0.0,35.6,6.6,100.0,0.0,2.1,Breakfast
lamb brain cooked,503,0.0,43.5,35.3,500.0,0.0,9.0,Lunch
pork heart cooked,215,0.6,34.2,7.3,53.0,0.0,1.9,Breakfast
lamb kidneys cooked,349,2.5,60.3,9.2,400.0,0.0,3.1,Breakfast
beef lungs cooked,364,0.0,61.8,11.2,300.0,0.0,3.8,Breakfast
veal pancreas cooked,614,0.0,69.8,35.0,200.0,0.0,12.0,Breakfast
pork liver cooked,584,13.3,92.1,15.6,200.0,0.0,5.0,Lunch
beef kidneys cooked,45,0.0,7.7,1.3,29.0,0.0,0.3,Breakfast
turkey giblets cooked,164,0.0,25.1,6.3,100.0,0.0,1.6,Lunch
duck liver raw,60,1.6,8.2,2.0,89.0,0.0,0.6,Lunch
veal liver cooked,154,3.0,22.7,5.0,46.0,0.0,1.6,Dinner
pork lungs cooked,297,0.0,49.8,9.3,200.0,0.0,3.3,Snack
veal lungs cooked,312,0.0,56.2,7.9,200.0,0.0,2.7,Snack
beef thymus cooked,1215,0.0,83.2,95.2,400.0,0.0,32.8,Lunch
ham,46,1.0,4.6,2.5,200.0,0.4,0.1,Dinner
pork meat cooked,283,0.0,14.1,14.1,700.0,0.0,4.4,Lunch
bacon roasted,43,0.1,3.0,3.3,34.0,0.0,1.1,Lunch
pork top loin roasts raw,3644,0.0,468.4,182.8,1000.0,0.0,35.1,Lunch
pork blade roll raw,76,0.0,4.7,6.2,400.0,0.0,2.2,Dinner
pork backribs raw,2399,0.0,204.2,174.9,900.0,0.0,61.9,Snack
pork spareribs cooked,703,0.0,51.4,53.6,200.0,0.0,19.7,Dinner
pork stomach cooked,44,0.029,6.1,2.1,35.0,0.0,0.8,Breakfast
honey smoked ham cooked,67,4.0,9.9,1.3,500.0,0.0,0.6,Dinner
boston butt steak raw,844,0.0,79.0,56.1,300.0,0.0,19.7,Dinner
pork sirloin chops cooked,140,0.0,23.3,4.5,1.0,0.0,1.5,Dinner
pork country style ribs raw,242,0.0,24.8,15.1,61.0,0.0,3.0,Dinner
ham patties,205,1.1,8.3,18.3,700.0,0.0,6.6,Snack
pork feet cooked,67,0.0,6.2,4.5,46.0,0.0,1.2,Breakfast
ground pork cooked,930,0.0,80.4,65.0,200.0,0.0,24.2,Snack
pork centre loin chops cooked,328,0.0,40.2,17.4,65.0,0.0,5.5,Snack
pork leg cap steak cooked,307,0.0,53.5,8.6,100.0,0.0,2.6,Dinner
pork blade chops raw,376,0.0,55.8,15.4,200.0,0.0,5.2,Lunch
pork tenderloin raw,606,0.0,104.3,17.8,300.0,0.0,6.0,Lunch
pork sirloin chops raw,1090,0.0,205.5,23.3,600.0,0.0,8.2,Snack
pork leg cap steak raw,284,0.0,50.0,7.8,200.0,0.0,2.7,Snack
pork carcass raw,1706,0.0,63.1,159.1,200.0,0.0,56.4,Dinner
pork splean cooked,446,0.0,84.3,9.6,300.0,0.0,3.2,Snack
chopped ham,50,1.2,4.6,2.9,300.0,0.0,1.0,Dinner
pork centre loin chops raw,338,0.0,41.2,18.0,100.0,0.0,6.0,Lunch
pork blade chops cooked,265,1.1,32.4,14.6,72.0,0.0,4.3,Lunch
boston butt steak cooked,494,0.0,46.4,32.7,100.0,0.0,12.2,Breakfast
pork meat raw,179,0.0,2.6,18.6,21.0,0.0,6.2,Lunch
pork top loin chops raw,287,0.0,39.9,12.8,99.0,0.0,4.5,Snack
pork blade steak braised,694,0.087,68.2,44.7,400.0,0.0,16.6,Lunch
pork boston steaks cooked,438,0.0,43.2,28.1,100.0,0.0,10.1,Dinner
bacon cooked,43,0.068,3.5,3.1,200.0,0.0,1.1,Lunch
pickled pork hocks,48,0.0,5.4,3.0,300.0,0.0,0.9,Breakfast
pork boston roast cooked,705,0.0,60.5,49.4,200.0,0.0,18.3,Lunch
canadian style bacon grilled,43,0.3,5.7,2.0,400.0,0.0,0.7,Dinner
ham steak,70,0.0,11.1,2.4,700.0,0.0,0.8,Dinner
pork backfat,3683,0.0,13.2,402.3,64.0,0.0,146.1,Snack
bacon baked,44,0.1,2.9,3.5,200.0,0.0,1.1,Lunch
pork arm picnic raw,5298,0.0,513.6,343.4,2300.0,0.0,113.6,Dinner
salt pork raw,212,0.0,1.4,22.8,800.0,0.0,8.3,Breakfast
pork arm picnic cooked,5292,0.0,560.3,322.7,2200.0,0.0,109.3,Snack
pork top loin chops cooked,270,0.0,39.4,11.2,64.0,0.0,4.3,Breakfast
ground pork raw,329,0.0,21.1,26.5,33.0,0.0,9.8,Lunch
pork shoulder raw,1070,0.0,77.9,81.6,300.0,0.0,28.3,Lunch
pork chitterlings cooked,66,0.0,3.5,5.8,78.0,0.0,2.7,Lunch
pork breakfast strips cooked,52,0.1,3.3,4.1,200.0,0.0,1.4,Snack
pork blade roll roasted,1079,1.4,65.0,88.3,3700.0,0.0,31.5,Dinner
pork tail cooked,1089,0.0,46.8,98.5,93.0,0.0,34.2,Snack
pork centre rib roasts raw,275,0.0,44.0,9.7,100.0,0.0,3.3,Breakfast
pork centre rib roasts roasted,1942,0.0,211.3,114.9,700.0,0.0,42.6,Snack
minced ham,55,0.4,3.4,4.3,300.0,0.0,1.5,Breakfast
ham roasted,316,0.6,28.7,21.3,1300.0,0.0,7.1,Snack
pork loin raw,232,0.0,23.1,14.7,3.0,0.0,5.1,Dinner
pork backribs roasted,2564,0.0,202.0,188.9,800.0,0.0,68.5,Breakfast
pork belly raw,2350,0.0,42.4,240.5,100.0,0.0,87.7,Lunch
ham raw,266,0.046,23.8,18.2,1500.0,0.0,6.0,Lunch
ham extra lean,45,0.6,5.1,2.3,400.0,0.0,0.8,Snack
pork feet pickled,635,0.029,52.8,45.5,4300.0,0.0,13.4,Lunch
pork shoulder cooked,394,0.0,31.4,28.9,1.0,0.0,10.6,Breakfast
pork top loin roasts roasted,1628,0.0,224.3,74.8,400.0,0.0,24.1,Lunch
pork skin,154,0.0,17.3,8.9,500.0,0.0,3.2,Dinner
pork country style ribs cooked,235,0.0,22.8,15.2,49.0,0.0,5.4,Dinner
pork blade steak raw,664,0.6,67.6,43.7,600.0,0.0,15.4,Snack
pork tenderloin cooked,153,0.0,22.7,6.2,91.0,0.0,2.2,Breakfast
pork loin cooked,213,0.0,24.2,12.1,77.0,0.0,4.5,Dinner
pork ears cooked,184,0.2,17.7,12.0,200.0,0.0,4.3,Dinner
pork tongue cooked,626,0.0,55.7,43.0,300.0,0.0,14.9,Breakfast
pork spareribs raw,3593,0.0,200.6,303.5,1100.0,0.0,97.7,Lunch
ham patties grilled,205,1.0,8.0,18.5,600.0,0.0,6.7,Lunch
chicken skin roasted,508,0.0,22.8,45.6,28.0,0.0,12.8,Snack
turkey breast raw,3554,0.0,495.6,158.9,1300.0,0.0,43.2,Lunch
ground turkey raw,169,0.0,22.4,8.7,47.0,0.0,2.3,Breakfast
chicken wing cooked,52,0.0,4.8,3.5,86.0,0.0,1.0,Dinner
turkey roast roasted,209,4.1,28.8,7.8,900.0,0.0,2.6,Lunch
pheasant meat raw,1448,0.0,181.6,74.3,300.0,0.0,21.6,Snack
chicken back raw,188,0.0,8.3,17.0,43.0,0.0,4.9,Lunch
